title,image_url,difficulty,timecost,ingredient,cookstep
[아이반찬] 말캉 말캉 푸딩같은 계란찜,https://recipe1.ezmember.co.kr/cache/recipe/2019/12/07/161cdebb8cfabb6de511a742d634b0381.jpg,중급,30분 이내,달걀>물>소금>맛술>,"큰 볼에 달걀 2개를 깨 넣고 물,소금, 맛술을 넣고 잘 섞어주세요달걀 2개, 물 200ml, 소금 1작은술, 맛술 1작은술달걀:물=1:2>섞은 계란물은 체에 걸러주세요체체에 걸러야 탱글하고 부드러운 식감이돼요>적당한 용기에 계란물을 담아주세요거품이 안나도록 주의해주세요>거품이 생겼다면 숟가락으로 떠서 버려주세요거품을 꼭 제거해야하는건 아니지만 이쁜 모양과 부드러운 식감을 위해 제거합니다>뚜껑을 닫거나 랩으로 감싼 후 구멍 1개를 뚫어주세요>물을 채운 냄비에 준비된 계란물을 넣습니다 뚜껑을 닫고 끓을때까지 쎈불 끓기 시작하면 약한불을 줄입니다 (총 시간 12분)끓기전까지 쎈불, 끓기시작하면 약불>12분후면 탱글하고 부드러운 계란찜 완성입니다물이 들어가지 않도록 주의해주세요
체반이 있으면 올리고 쪄주셔도 됩니다>"
또띠아 치킨스낵랩 간식만들기,https://recipe1.ezmember.co.kr/cache/recipe/2017/04/07/37e0ce9a79f4cfd3ae1f74e03bc88f851.jpg,아무나,30분 이내,또띠아>양상추>파프리카>샌드위치햄>마요네즈>머스터드소스>후추>설탕>,"양상추는 씻어서 물기를 털어주시고요. 파프리카는 길쭉하게 썰어줍니다.>냉동실에 낱개포장을 해두었던 또띠아는 팬에 앞뒤로 구워줍니다.>샌드위치 햄도 구워줬어요. 샌드위치 해 먹으려고 사놓았는데 결국 이렇게 해 먹네요. 남은 건 샌드위치 해 먹는 걸로...>얼마 전에 해 먹은 샌드위치에도 들어갔던 소스이지요. 마요네즈와 머스터드소스를 1:1 비율로 넣고 설탕과 후추를 넣어서 잘 섞어줍니다.>구운 또띠아에 소스를 발라줍니다. 매운 걸 좋아하시는 분은 칠리소스를 넣으셔도 좋을듯해요.>














>>>양상추는 손으로 뚝뚝 뜯어서 넣었고요. 샌드위치 햄도 넣어줬어요.>














>>>파프리카도 넣고 치킨텐더도 넣어줬어요.>














>>>넣을 것이 더 있으시다면 넣어주세요. 제가 혼자 먹을 거면 파프리카를 더 많이 넣었을 텐데...>김밥 말듯이 돌돌돌 말아주면 되요. 소스를 묻혀놓았기 때문에 펴지지는 않아요.>














>>>유산지로 포장해서 먹기 좋은 크기로 커팅 해주면 완성이지요.
또띠아 치킨스낵랩 만들기 참 쉽죵? 간식으로 딱입니다.>"
아삭한브로콜리와 새콤한 우유드레싱 브로콜리새우 샐러드,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/23/4c3933432eb957836f8a32cfe88bd578.jpg,초급,15분 이내,브로콜리>칵테일새우>소금>후춧가루>우유>올리브오일>검은깨>식초>설탕>마요네즈>,"브로콜리는 먹기좋은 크기로 떼어내 씻어준후 끓는물에 소금을 조금 넣고 살짝 데쳐내 물기를 빼줍니다.>칵테일 새우는 깨끗이씻어, 끓는물에 삶아준비합니다.>드레싱재료를 모두 섞어 냉장고에 시원하게 보관해둡니다.>데쳐논 브로콜리와칵테일 새우를 접시에 답고, 만들어놓은 요구르트 드레싱을 솔솔 뿌려줍니다.>"
고추된장무침,https://recipe1.ezmember.co.kr/cache/recipe/2016/10/04/f3d9dcd794f394469d674be1225ba7571.jpg,아무나,5분 이내,풋고추>된장>고추장>매실액>올리고당>참기름>다진마늘>깨>,"풋고추,청양고추,오이고추등 어떤 고추든 상관없어요~
깨끗하게 씻어서 10개정도를 준비해주세요>한번에 집어먹기 편한크기로 잘라주세요>분량의 양념장을 넣고 양념장을 만들어주세요>분량의 양념장을 섞은후, 자른 고추를 넣고 무쳐주세요>저는 햄프씨드를 넣었는데요,,
깨를 넣고 마무리해주시면 된답니다^^>"
[친환경자연쿡] 고구마오트밀쿠키,https://recipe1.ezmember.co.kr/cache/recipe/2021/01/08/7f114692c02aba77f7080389409b6f091.jpg,아무나,60분 이내,고구마>오트밀>코코넛오일>아가베시럽>견과류>,"고구마를 삶아줍니다.
젓가락이 포옥 들어가면 익혀진거에요.저는 밤고구마로 했는데, 호박고구마로 하면 더 촉촉한 쿠키가 되지않을까싶습니다.>껍질을 벗겨내주고, 그릇에 담아줍니다.>고구마와 오트밀을 그릇에 넣고 고구마를 으깨주면서 섞어줍니다.>코코넛 오일 3큰술을 넣어 섞어줍니다.>견과류가 있다면 한 줌 정도 (오독오독 씹히는 식감을 위해) 잘게 다져 섞어줍니다.>달달함을 원하신다면 아가베시럽 1큰술을 넣어주시고, 섞어주세요.
저는 고구마의 당도로 충분해서 시럽은 제외했습니다.>반죽을 동그랗게 말아서 납작하게 팬닝하여 오븐팬에 170도 30분 구워냅니다.
15분정도 굽다가 뒤집어서 15분 구워냈습니다.오븐오븐마다 사양이 다르니 타지않게 확인해보면서 구워내주세요.>식힘망에 충분히 식혀줍니다.>그릇에 예쁘게 담아내면 건강한 쿠키가 완성이 됩니다.>겉은 바삭 안은 꾸덕한 건강한 쿠키입니다.^^>"
새송이버섯 햄 주먹밥,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/23/54a3ade9c7436edb9bd08a9f32faf9ff.jpg,초급,30분 이내,밥>통조림햄>새송이버섯>감자>당근>풋고추>통깨>참기름>소금>,"감자, 당근, 고추는 잘게 다집니다.>통조림햄은 얇게 슬라이스해서 끓는물에 데칩니다.>새송이 버섯은 슬라이스해서 끓는물에 소금 반스픈 넣고 데치세요.>다진 채소는 소금간 해서 볶아서 밥을 넣고 참기름 통깨 넣고 고루 섞어주세요.>밥은 먹기좋은 크기로 뭉쳐놓아요.>미나리끈, 새송이버섯, 햄을 순서로 놓고 밥을 올려 말아 미나리끈으로 묶어주면 됩니다.>새송이버섯 햄주먹밥 완성되었어요.>"
땅콩크림샌드,https://recipe1.ezmember.co.kr/cache/recipe/2021/12/26/1d2678164a553d6050744c14c213cb861.jpg,아무나,30분 이내,식빵>버터>땅콩버터>슈거파우더>,"만들기 1~2시간 전에 버터와 땅콩버터는
실온에 꺼내주세요.실내 온도가 낮은 겨울에는 꺼내서 조금 따듯한 곳에 두는 것도 좋을 것 같아요.
>볼에 말랑해진 버터와 땅콩버터를 넣고 휘핑기로 잘 섞이도록 휘핑해 줍니다.생크림처럼 오래 휘핑하는 게 아니어서 손 거품기로도 충분히 하실 수 있어요
>잘 섞이도록 휘핑해 주세요.>부드럽게 버터를 풀어준 후 슈거파우더나 설탕을 넣어 줍니다.>크림상태가 되도록 휘핑해 줍니다.처음 버터와 땅콩버터의 양에 비해 2배 정도가 될 때까지 휘핑해 주세요.
>도마에 랩을 깔고 그 위에 식빵 한 장을 올려서 땅콩크림을 올려줍니다.>고르게 펴서 발라주고 식빵 한장으로 덮어주세요. 똑같은 방법으로 한 개 더 만들어 줍니다.>랩으로 싸서 냉장고에 잠시 넣어 주세요.바로 썰으셔도 되는데 크림을 약간 굳혀서 썰으면 단면이 깔끔하게 잘 썰려요. 
>랩을 벗기고 모서리부분을 잘라내 주세요.>샌드를 반으로 한 번 더 잘라주세요.
>완성입니다.>"
달달하고 고소한 고구마 스프 (With 크루통),https://recipe1.ezmember.co.kr/cache/recipe/2016/11/14/134173e20d244c811cfdda248544de251.jpg,아무나,30분 이내,고구마(중)>우유>양파>슬라이스>소금>버터>물>자투리>버터>,"고구마는 깨끗이 씻은 뒤 껍질을 벗기고 잘게 잘라 준 뒤 끓는 물에 10분간 삶아주세요.고구마 2개, 물냄비센불>고구마를 삶는 동안 달군 후라이팬에 버터를 조금 넣은 뒤버터 조금후라이팬중불>채 썬 양파를 넣고 갈색빛이 날 때까지 타지 않게 잘 볶아주세요.채썬 양파후라이팬, 조리개중불>삶은 고구마는 체에 밭쳐 물기를 제거한 뒤 한 김 식혀주고삶은 고구마, 볶은 양파믹서>볶은 양파도 한 김 식혀준 후에 믹서기에 넣고 갈아주세요.
삶은 고구마, 볶은 양파믹서>이때 고구마와 양파가 잘 안 갈아지면
준비해 놓은 우유를 같이 넣고 갈아주세요.
저는 3 큰 술 넣었어요.우유 조금믹서>잘 갈아진 고구마와 양파는 냄비에 담아서 갈린 고구마와 양파냄비>남은 우유를 다 붓어 준 뒤 고르게 섞어 준 후 약불에서 끓여주세요. 우유약불>끓기 시작하면 슬라이스 치즈 두장을 넣고 치즈가 녹을 때까지 고르게 저어주면서 바글바글 끓여주세요. 간을 보고 부족하다 싶으면 소금간 해주세요.슬라이스 치즈 2장, 소금약간약불>그릇에 고구마 스프를 담고 자투리 식빵으로 만든 크루통을 얹어주면 고구마 스프 완성이에요.식빵 크루통은 달군 후라이팬에 버터를 두른 뒤
약불 상태에서 식빵을 노릇노릇하게 볶아주면 됩니다.>"
뼈없는 소고기찜,https://recipe1.ezmember.co.kr/cache/recipe/2020/04/10/76e89be9860649929202c602b471fb161.jpg,중급,2시간 이상,소고기>무>당근>파>간장>미림>다진마늘>설탕>물>생강가루>후추>양파>,"소고기는 찜하기 적당한 부위(chuck, stew meat등)로 적당량 썰어 찬물에 30분정도 담가 피를 뺀다사실 소고기 부위 어디든 상관은 없어요>양파는 다져서 넣는다.
(갈아서 넣어도 좋다)>양념과 고기를 모두 담아 솥에 넣는다.
이때 물은 적당량 넣는다. 부재료에서 물이 많이 나온다.>무.당근은 모서리를 중글게 해서 고기 크기와 비슷하게 준비한다>재료를 모두 솥에 넣고 센불로 가열한다강불>센불로 재료가 한번 부르르 끓으면, 불을 약불로 줄이고 뚜껑을 닫고 계속 끓인다.
약불로 오래 끓이는 것이 포인트약불>불순물. 기름은 중간중간 걷어준다.
중간에 국물 맛을 보고 간장.물.설탕을 취향에 맞게 조금씩 가감한다너무 짜면 국물을 조금 덜어내고 물을 더 부어주세요>1시간정도 졸였을 때, 무와 당근은 중간에 빼내준다 (너무 익어서 무르면 맛없으니)
나머지 고기는 계속 약불에 조려준다. 푹 장시간 약불에 익히는 것이 포인트!
그래야 고기가 부드러워져요>1시간에서 1시간 반정도 국물이 어느정도 졸아들면
(사진은 너무 졸였네요! 저는 그래서 물을 좀더 넣었어요)>무우와 당근을 다시 넣어준다>물이 너무 졸아들었을 경우, 물을 추가해준다.
파를 담고 깨소금을 뿌려서 낸다.>"
두부덮밥 만들기,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/16/fb3e296dca395ea9a71cea1e15cf6b2b1.jpg,초급,10분 이내,청경채>애호박>파프리카>당근>양송이버섯>두부>참기름>다진마늘>굴소스>물>전분가루>,"야채는 깨끗이씻어 먹기좋게 다져준다 청경채,애호박,파프리카,당근,양송이버섯>두부는 먹기좋게 작게 깍둑썰기해서 팬에 참기름을 두르고 두부를 튀기듯이 구어준다>어느정도 두부가 구어졌으면 야채를 넣고>다진마늘 1티스푼,굴소스1티스푼 넣은뒤 소스가 고루 배이도록 달달 볶아준뒤>물을 100ml 넣어준다>물이 보글보글 끓어오르면 전분가루를 풀어주면 끝 !!>"
오리주물럭 ,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/11/2a7b7e2b224556836dfb148dbe183d4d.jpg,초급,30분 이내,오리>부추>양파>양파>고춧가루>고추장>간장>소금>물엿>설탕>다진마늘>후추>생강가루>,분량대로 양념장을 만들어 주세요. 여기서 입맛 대로 설탕이나 고춧가루 가감 하시면 되구요~ 여기서 차이가 나는건 울 언니 시댁은 이 양념을 한번 끓여서 숙성을 시킨다고 하더라구요~ 가정집에서 그렇게 까지 하면 번거로우니 그냥 바로 양념해도 괜찮을거 같아요.>이렇게 만든 양념에 오리고기 넣어서 잘 주물러 주세요~>냉장고에서 숙성 시켰어요.>양파는 0.5mm 굵기로 썰고 부추는 양파 길이와 비슷하게 썰어요. 팽이버섯을 넣어도 좋아요.>시간이 넉넉하면 30분 이상 숙성 시키고 급할땐 바로 먹어도 되겟죠~ 팬에 오리 고기 먼저 넣어서 달달 볶다가 거의 익었을 무렵 양파와 부추 넣어서 슬쩍 볶아 주세요~ 팽이버섯이 있다면 불 끄고 마지막에 넣어주면 되구요~>
"보글보글 촉촉하고 따끈한 만두를 밥위에 챱★ 간단하게 만들어요, 만두동!",https://recipe1.ezmember.co.kr/cache/recipe/2018/01/18/21388f3f3dfb256a9ea813104d0ef3771.jpg,아무나,30분 이내,밥>만두>채>달걀>송송>식용유>간장>설탕>맛술>물>,"만두에 물을 약간 뿌리고 전자레인지에 2~3분 돌린다.만두 4개 전자레인지>팬에 식용유를 두르고 양파를 볶는다.식용유 약간,식용유 약간팬>양파가 투명해지면 양념 재료와 만두를 넣고 끓인다..간장 3숟가락 , 설탕 1숟가락, 맛술 2숟가락, 물 1/2종이컵>달걀물을 넣은 후 뚜껑을 닫고 2분 후 불을 끈다.달걀 1개 >밥이 든 그릇에 4을 넣은 후 쪽파를 뿌려 완성한다.밥 1인분,송송 썬 쪽파 약간>"
오징어 한마리가 첨벙♬ ~ 오징어 짬뽕♪,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/20/c9da82b2b3b0fdab1daa3fc49612161f1.jpg,초급,30분 이내,오징어>양파>양배추>당근>대파(10cm)>청양고추>멸치>청주>고춧가루>다진>국간장>굴소스>후추>소금>부추>쥬키니>,"대파, 청양고추는 송송 썰고 양파, 당근은 채 썰고 오징어, 쥬키니 호박은 납작하게 썰고 부추는 5cm길이로 썰어 준비한다.오징어 1마리, 양파 1개, 당근 50g, 대파(10cm) 2개, 양배추 100g, 청양고추 2개, 부추 1줌(50g), 쥬키니 호박 1/3개>냄비에 기름을 두르고 다진 마늘, 대파를 넣고 볶는다.다진 마늘 1T냄비>볶아진 재료에 오징어와 청주를 넣어 빠르게 볶는다.청주 1T>나머지 채소 호박, 당근, 양파, 양배추, 부추를 넣어 빠르게 볶는다.>볶아진 재료에 고춧가루를 넣어 볶다가 국간장, 굴 소스를 넣어 볶는다.고춧가루 3T, , 국간장 2T, 굴소스 1T>채소의 숨이 살짝 죽으면 육수를 부어 센 불로 약 10분간 끓이고 부족한 간은 소금과 후추로 하고 청양고추를 넣어 완성한다.멸치 다시마 육수 800ml, 후추 약간, 소금 1/3T>"
오븐 없이 스팸 프리타타 만드는 법 레시피,https://recipe1.ezmember.co.kr/cache/recipe/2016/01/18/9ab356883c031a11dd43714d57b4713f1.jpg,중급,60분 이내,양파>브로콜리>새송이버섯>스팸>방울토마토>피자치즈>달걀>우유>마늘>소금>후추>,"먼저 계란은 4개, 우유 4TS,
후추, 소금 모두 한 꼬집씩 넣고 섞어
계란물을 준비해주세요.>중불에서 마늘 4쪽을 마가린 1TS과 함께 볶아줍니다.>마늘이 다 볶아지면 준비한 재료들을 모두 넣어 볶아주세요>볶는 과정에서 채소의 수분이 다 나올 수 있도록 완전히 볶아줍니다.>재료가 팬에 담긴 상태에서 계란 물을 부어주면 계란 물이 익으면서 건더기가 다 가라앉아요~
볶아진 토마토와 브로콜리, 스팸을 토핑용으로 몇 개 빼놓습니다.>레인지 불을 약불로 바꿔주고 이제 계란 물을 부어 1~2분 동안 저어주세요
약불로 바꿨지만 잔열로 인해서 팬 가장자리에 있는 계란 물은 먼저 익게 되는데, 굳어진 계란은 가운데로 슬슬 모으며 저어주세요.>치즈를 넣어줍니다.(생략 가능해요~)>건져놓은 토핑용 재료들을 치즈 위에 얹고 뚜껑을 꼭 닫아주세요!>10분 정도 지나면 프리타타가 완성됩니다.>"
깐풍소스 해물볶음밥 (Seafood fried-rice with Kkanpung sauce),https://recipe1.ezmember.co.kr/cache/recipe/2016/07/26/010b579d771424f9f188a0bbe3f66ad31.jpg,초급,15분 이내,밥>양파>마늘>해물믹스>대파>청양고추(혹은크러쉬드레드페퍼)>굴소스>간장>설탕>식초>,"양파와 마늘을 썰어 기름에 볶아주세요.
양파는 길게 채 썰고 마늘은 편으로 썰어주었어요.>어느정도 양파의 숨이 죽으면 해물을 넣고>후추와 고추를 넣은 뒤 강하게 볶아줍니다.>해물이 모두 익으면 밥을 넣고 섞어가면서 중불에 볶다가>소스를 넣고 다시 살짝 볶아주면 완성입니다.
너무 오래 뒤적이면 질척해지니 소스가 골고루 버무려질때까지만 섞어주시면 됩니다!
이때 대파를 넣어주시면 그 향이 더 올라오게 되는데 저는 빼먹고 파를 넣지 못했어요ㅠ
꼭 같이 넣어주세요~>"
달지않아 선물하면 더좋은 계란쿠키맛 아몬드 블루베리 쨈쿠키~,https://recipe1.ezmember.co.kr/cache/recipe/2022/01/09/10a69586ed2cf5d12be7fae7fb0f04f51.jpg,아무나,90분 이내,밀가루>아몬드가루>계란노른자>슈가파우더>소금>무염버터>바닐라향>,"밀가루와 아몬드가루는 한데 섞어 계량해두세요.>아몬드가루는 채에 잘 걸러지지 않으니 굵은채 사용해서 채쳐두세요.>버터를 실온상태에 두어 마요네즈처럼 부드럽게 풀어주세요.>슈가파우더 바닐라향 소금을 넣고 아이보리 색이 날때까지 휘핑해주세요.>반죽이 부드럽게섞이면 계란노른자를 넣고 휘핑해주세요.>이제 채친가루와 반죽을 한데 넣고 날가루가 보이지 않을 때까지 자르듯이 섞어주세요.>반죽은 사진처럼 잘섞이지 않아요. 이정도부터는 손으로 반죽해 뭉쳐주세요.>반죽을 모두 30g씩 분할먼저 해두고 그다음 빚어주세요.>반죽을 30g씩 분할해 동그랗게 빚고 가운데 쨈을 올릴 공간을 손가락으로 눌러 홈을내 주세요.>어차피 많이 부풀진 않는반죽이지만 혹시 모르니 사이를 띄워 팬닝해주세요.>원하는종류의 잼을 올려 주세요.
밤쨈등 많이 달지않은 쨈은 그다지 끓어 넘치지는 않으니 많이 올려도 되지만 시판용 일반쨈은 설탕함량이 많아 부글부글 끓어 넘치니 너무 많은양을 넣진마세요.>자 이제 150도로 예열된 오븐에 20분간 구워 주세요.오븐>모양도 색깔도 너무이쁜 쨈쿠키 완성입니다~^^>"
[간단 자취요리] 스테이크동 자취버전! 스팸동 만들기 / 스팸돈부리 / 스팸요리,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/22/025b85262a39b42e0d70f9ee2016adc41.jpg,아무나,15분 이내,통조림햄>밥>파(생략가능)>물>간장>맛술>설탕>,"재료를 준비합니다.[재료] 통조림햄, 밥1공기, 파(생략 가능) [양념장] 물100ml, 간장2T, 맛술2T, 설탕2T>우선 마지막에 올릴 파를 썰어줍니다.>스팸을 얇게 편 썰어주세요.>팬에 기름을 두르고 스팸을 구워주세요.>이제 물과 분량의 양념을 넣어줍니다.[양념장] 물100ml, 간장2T, 맛술2T, 설탕2T>간이 잘 배도록 앞뒤로 뒤집어 주세요.>양념이 조금 남았을 때 불을 꺼줍니다.>밥 위에 차곡차곡 올려줍니다.>파와 깨로 마무리!>스팸동 완성! 스팸 외에 다른 통조림햄을 이용해줘도 좋아요!>"
찬밥활용요리!씹을수록 고소한 백종원 마늘버터볶음밥 초간단 레시피,https://recipe1.ezmember.co.kr/cache/recipe/2018/11/13/43efc38e9c679b8d9aa628c2892ce4621.jpg,아무나,15분 이내,찬>깐>다진마늘>식용유>간장>소금>버터>,"먼저 깐마늘 7개를 슬라이스로 썰어 주세요.>그 다음 종이컵 기준으로 식용유 약 1/3을 둘러 주시구요.슬라이스마늘, 다진마늘을 함께 넣고 약불에서 달달 볶아주세요.약불>다 볶아지면 데코용으로 마늘 1스푼 따로 빼 놓으셔요.>그 다음 찬밥2공기 넣고 소금과 간장을 넣고 눌리듯 볶아 줍니다.찬밥이 없으시면 보온에 있던 밥은 약간 식혀 사용하세요>마지막으로 버터를 넣으시고 달달달 잘 볶아 주시고요. 다 볶아지면 접시에 밥을 담고 아까 미리 남겨두었던 마늘로 데코해주시면 끝!>씹을수록 고소한 백주부님 마늘버터볶음밥 완성입니다!마늘향과 버터향이 식욕을 완전 자극하는데요!>한입 먹어보니 짭쪼롬한 간장에 고소한 버터,마늘맛이 한데 어우려져 진짜 맛있어요. 재료는 간단한데 씹을수록 고소하면서 참 매력적인 맛입니다.>"
초코 킵펠 쿠키,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/13/66d8b679b18105f4e11a3d166acc85d01.jpg,초급,30분 이내,버터>슈가파우더>소금>달걀>박력분>코코아파우더>,"버터를 거품기로 부드럽게 풀어준 후 슈가파우더와 소금을 넣고 잘 섞어주세요~볼, 휘핑기>달걀 노른자를 넣고 빠르게 크림화 해주세요.>체친 박력분과 코코아파우더를 넣고 주걱으로 날가루 없이 잘 섞어주시고!체, 주걱>별 모양 깍지를 끼운 짤주머니에 완성된 반죽을 넣고 유산지나 테프론시트지를 깔아둔 오븐팬에 버터링 모양으로 짜 주세요. 굽는 도중에 반죽이 좀 퍼지니까 감안하셔서 간격을 넓게 넓게 해 주세요~~별모양 깍지, 짤주머니, 유산지나 테프론시트지, 오븐팬원하는 모양의 깍지를 끼워 다양한 모양의 쿠키를 만들어 주셔도 좋아요. 쿠키 반죽을 짠 상태로 선선한 곳에서 10분 정도 뒀다가 구우면 짤주머니로 짠 모양이 선명하게 구울 수 있어요.>그리고선 180도로 예열된 오븐에서 10~12분 구워냅니다.오븐180도>무난하게 투명 OPP 봉투에 포장해도 참 예뻐요.>"
자박자박 국물 넉넉한 오징어볶음 만들기,https://recipe1.ezmember.co.kr/cache/recipe/2020/06/26/21b142fd891b123aeda5cccab784968e1.jpg,초급,60분 이내,오징어>양파>대파>식용유>물>고추장>청양>고춧가루>간장>설탕>물엿>다진>맛술>후추>참기름>통깨>,"제일 먼저 분량의 양념장을 만들어 숙성시켜요1. 반나절 이상 숙성시킬수록 맛있어요
2. 매운것을 못 드시면 고춧가루 4를 넣어요
3. 청양고춧가루가 없으면 청양고추를 썰어 준비해요>양파는 채썰고>대파는 송송 썰어요>오징어는 몸통 안쪽에 사선으로 칼집을 넣어 주고
반 갈라 굵직하게 썰어줍니다칼집을 내주면 간이 더 잘배요>다리도 먹기 좋게 잘라요>중강불로 달군 팬에 식용유1을 두르고 오징어와 양파를 넣어 볶아 주세요전 과정 중강불로 조리합니다.>오징어 겉이 하얗게 익으면 양념과 물 한 컵을 넣어 줍니다>한소끔 끓으면 대파를 넣고 간을 보세요청양고추 추가는 이 과정에서 진행하세요~>싱거우면 간장 단맛은 올리고당을 추가해요
기호에 따라 물을 더 추가하셔도 됩니다~>간을 맞추었다면 참기름과 통깨를 넣어 한번 더 섞어주면 완성입니다1. 좋아하는 면을 따로 삶아 곁들이세요~
2. 당면이나 떡은 함께 넣고 끓이면 됩니다~>"
[홈베이킹] 파리바게트 모카번,https://recipe1.ezmember.co.kr/cache/recipe/2020/08/08/1a1195072f00b7b6288b1f619625a1411.jpg,아무나,90분 이내,강력분>설탕>소금>드라이이스트>계란>버터>우유>박력분>버터>설탕>계란>커피믹스>따듯한>,"밀가루를 체에 쳐서 준비합니다>3홀을 만들어 이스트, 설탕, 소금을 배치하고 각각 밀가루와 잘 섞어 코팅해줍니다.>계란과 우유를 넣고 반죽합니다.>가루종류가 한덩어리가 되면 버터를 넣고 10분간 반죽을 계속합니다.>반죽을 늘려 투명해지도록 안찢어지면 반죽완성입니다.>반죽을 동그랗게한후 랩을 씌운후 공기구명을 내준 후 1차 발효합니다.>2.5배되도록 부풀면 1차 발효완료입니다.>발효가 된 반죽을 4등분한 후 가스를 빼면서 둥글려줍니다.>둥글린 반죽에 랩을 씌우고 20분간 휴지합니다.>휴지후 반죽이 1.5배정도 부풀었습니다.>휴지가 끝난후 다시 둥굴린후 2배되도록
30분간 2차발효합니다.>2차발효동안 위에 올린 쿠키를 만들어줍니다.
먼저 말랑해진 버터에 설탕을 넣고 섞어줍니다.>커피믹스에 따듯한 물1스푼을 넣어 녹인 후 설탕과 버터믹스에 계란과 커피물을 넣고 잘 썩어줍니다.>버터랑 믹스된 곳에 박력분을 체에 쳐서 넣어줍니다.>잘 섞어주면 모카쿠키가 완성됩니다.>쿠키반죽을 짤주머니에 넣어 준비합니다.>2차발효한 빵반죽위에 쿠키반죽을 올려줍니다.>180℃ 10분간 구워줍니다.>파리바게트 모카번은 안에 5g의 버터를 넣고 싸서 성형하기때문에 자칫 느끼할 수 있지만 요버전은 버터를 안에 넣지 않아 커피향은 진하지만 담백한 모카번을 즐길 수 있습니다.>"
아보카도덮밥♬ 건강한 혼밥,https://recipe1.ezmember.co.kr/cache/recipe/2017/01/12/c374168a6afadbe040b0d3b69d666f171.jpg,아무나,10분 이내,아보카도>밥>달걀>김>,"아보카도는 좀 더 익혀보기 위해서 사과와 합방을 시켰어요. 초록색일때 사오셨으면 익도록 사과의 에틸렌가스가 나와서 과일을 익히는 효과가 있거든요. 과일이 덜 익었다면 좀 더 빨리 익혀보고싶다면 사과를 함께 넣어보세요. 잘익은 아보카도는 살짝 누르면 단단함이 조금 줄어든답니다.>아보카도 자르는법은 간단한편이죠.
살짝 칼금을 내어서 살짝 비틀어주면 아보카도씨가 보여요. 씨는 칼의 뒷부분으로 콕 찍으면 쏙 빠져나와요.>














>>>그리고 숫가락으로 껍질과 과육사이를 살짝 틈을 주면 쉽게 껍질이 벗겨진답니다.>요렇게 얇게 채썰어 주시구요.>아보카도덮밥의 맛을 업업 시켜주는 소스만들기!
아보카도덮밥소스:간장2큰술,설탕한꼬집,참기름1큰술,깨1큰술,고추냉이조금 
고추냉이는 개인차에따라 가감하세요~>그리고 부드러운 아보카도를 더욱 부드럽게 해줄 요즘 귀한 달걀하나 후라이로~ 노른자는 살짝 덜익게 터트려서 부드럽게 밥알에 스며들도록~>김가루도 조금 첨가해주었어요. 김가루는 조미김 싹둑싹둑 잘라서 올려주었답니다. 맛을 많이 헤치지 않으면서 살짝 맛을 업업!>"
초등학생도 간편하게! 어버이날 인절미 만들기!,https://recipe1.ezmember.co.kr/cache/recipe/2020/05/04/1f4a4b9577308c5c72beea454e226b9d1.jpg,아무나,60분 이내,찹쌀가루>따뜻한>설탕>소금>콩가루>,"전자렌지용 용기에 찹쌀가루와 설탕, 소금을 넣고 섞어주세요>설탕과 소금을 섞은 찹쌀가루에 따뜻한 물을 넣고 섞어주세요>랩핑후, 전자렌지에 2분 돌려 주세요전자레인지>전자렌지에 돌린후, 잘 치대어 줍니다ㄱ>3과 4번을 2번 더 반복합니다.>위생장갑에 참기름을 살짝 발라 주세요>다 된 떡을 장갑을 낀 손으로 잘 빚어 줍니다>빚은 떡을 콩가루에 잘 버무려줍니다>예쁘게 셋팅해주시면 완성 입니다>"
한식에 필요한 양념장은???? 양념장의 모든것 ★,https://recipe1.ezmember.co.kr/cache/recipe/2019/11/28/2a016990d48aff90f8ae8eccfbf40e101.jpg,아무나,5분 이내,레시피마다달라요!>,"초간장 부터 불고기,조림 양념장까지 ~!간장베이스양념>한국인의 힘~! 매운맛의 고추장베이스 양념 ~!고추장베이스양념>고소한 한국의 된장은 나물 무칠때도, 조림에도, 역시 찌개에도~!된장베이스양념>콕콕 찍어먹는 3가지맛 양념장~!3가지 양념장만들기 >이 레시피만 있다면~!!! 바로바로 만능만능 황금 베이스 양념장만능양념장>"
